GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044	GSM1701045	GSM1701046	GSM1701047	GSM1701048	GSM1701049	GSM1701050	GSM1701051	GSM1701052	GSM1701053
ELK4	4.71609	4.19821	5.68311	3.82884	4.95751	5.11048	4.23723	5.85691	6.17375	5.60587	5.82784	5.62141	5.10585	5.98131	4.95361	5.11155	4.83986	5.23797	5.11554	5.16366	4.2068	4.21964	4.92445	4.73309	5.28109	5.21439	4.80712	4.61591	4.58645
UGT2B15	2.71634	2.56436	2.57013	2.81748	2.86343	2.68925	2.73925	2.87673	3.25111	3.13731	3.95431	2.91436	3.0314	3.85916	3.03201	3.36996	2.94035	3.2589	3.66822	3.17408	2.48495	2.57234	2.33639	2.70661	2.4948	2.43187	2.5852	2.47122	2.82031
ADAM8	6.35582	5.93103	7.56489	5.34471	6.16518	5.21456	6.13084	6.37178	5.6618	6.07114	6.31176	5.15411	6.05877	7.99887	6.07388	6.1968	5.90065	5.98203	6.10645	6.91245	6.20615	5.86946	6.478	6.27257	6.54699	6.63178	6.91913	6.77407	7.07406
ABHD11	7.88658	7.87382	7.29694	7.76941	8.8061	7.45237	6.88562	6.80567	6.93595	7.22499	6.80085	6.38847	6.61391	5.47666	6.92195	6.76708	6.75827	6.36384	6.28158	6.39382	6.82933	6.95008	6.64282	6.29563	6.12902	6.14237	6.68374	6.36625	6.95332
SPATA1	1.84169	1.84403	1.94954	1.82318	3.60444	2.01692	2.12595	1.82318	1.90592	1.87933	2.22557	1.8951	2.88245	2.78868	2.72268	2.15561	2.75273	2.67681	2.42216	2.3281	1.64294	1.67197	1.76331	1.76305	1.73354	1.48043	1.51556	1.46269	1.84197
XKR8	7.65594	7.49724	7.29765	7.59739	7.63509	6.8934	7.75325	7.70743	7.02201	7.78539	6.7272	6.89497	7.19277	6.46349	7.21299	7.06378	7.30365	7.30285	6.98969	7.10781	7.67259	7.64586	7.74966	7.70401	7.37741	7.32952	7.77875	7.37741	7.75107
LOC286297	5.01205	5.07555	5.36991	5.1778	5.46013	5.2799	5.13236	5.2799	5.0959	6.14326	6.29848	5.62303	5.43183	7.10953	6.08582	5.58894	5.75902	5.86399	6.05667	5.29999	5.3252	5.24992	4.66416	5.05826	4.90282	4.66015	4.86203	4.39618	4.87588
LOC100133920	5.01205	5.07555	5.36991	5.1778	5.46013	5.2799	5.13236	5.2799	5.0959	6.14326	6.29848	5.62303	5.43183	7.10953	6.08582	5.58894	5.75902	5.86399	6.05667	5.29999	5.3252	5.24992	4.66416	5.05826	4.90282	4.66015	4.86203	4.39618	4.87588
LOC100996643	5.01205	5.07555	5.36991	5.1778	5.46013	5.2799	5.13236	5.2799	5.0959	6.14326	6.29848	5.62303	5.43183	7.10953	6.08582	5.58894	5.75902	5.86399	6.05667	5.29999	5.3252	5.24992	4.66416	5.05826	4.90282	4.66015	4.86203	4.39618	4.87588
LOC101928195	5.01205	5.07555	5.36991	5.1778	5.46013	5.2799	5.13236	5.2799	5.0959	6.14326	6.29848	5.62303	5.43183	7.10953	6.08582	5.58894	5.75902	5.86399	6.05667	5.29999	5.3252	5.24992	4.66416	5.05826	4.90282	4.66015	4.86203	4.39618	4.87588
LOC101929583	5.01205	5.07555	5.36991	5.1778	5.46013	5.2799	5.13236	5.2799	5.0959	6.14326	6.29848	5.62303	5.43183	7.10953	6.08582	5.58894	5.75902	5.86399	6.05667	5.29999	5.3252	5.24992	4.66416	5.05826	4.90282	4.66015	4.86203	4.39618	4.87588
MGST2	8.72773	9.328	7.8613	7.16713	8.21459	8.00332	7.93526	8.08579	6.93168	7.62578	8.18435	8.98539	8.89777	6.23162	7.8769	8.99615	8.39189	8.21822	8.03833	8.23377	8.79242	8.63114	8.13676	8.0238	7.75218	7.6415	7.80581	7.88682	7.82714
SGK2	5.5808	4.38012	5.61273	4.91637	6.54937	5.42649	5.73499	5.90246	4.86203	5.73362	4.9169	4.99261	5.13058	5.42028	5.23759	5.04738	4.86674	5.25161	5.78802	4.88197	5.25862	5.09555	4.60349	4.42122	4.38264	4.73142	5.01565	4.6392	4.76279
SLC49A3	3.17615	3.97816	3.20013	3.63749	3.82192	3.49279	3.78375	3.08366	3.40918	3.08366	3.08366	2.84481	2.98157	3.08051	3.1317	3.4912	3.23539	2.67374	3.8345	3.25622	2.90645	2.9386	2.71659	2.67016	2.6699	2.70468	2.66107	2.7548	2.8892
TPTE2P2	1.52438	1.69775	2.53058	1.63735	1.92629	1.73599	1.79278	1.7806	1.94905	1.88924	2.47725	1.72102	2.6615	2.26197	1.94111	3.78923	4.21844	2.97451	2.42216	1.88924	1.64284	1.71008	1.76926	1.67701	1.69116	1.65467	1.49471	1.79104	1.77781
CAPS2	1.8625	1.64614	1.78933	1.7806	2.13508	1.80745	2.10186	2.2513	1.67171	1.89904	3.30927	3.26544	2.19202	1.82318	3.67133	3.28447	4.00688	4.13483	2.55549	1.82757	1.80592	1.53779	1.86344	1.6875	1.4784	1.84207	1.54863	1.62572	1.61207
LINC01482	3.0388	3.39748	3.26665	3.66098	3.84636	4.00202	4.08252	3.67387	3.38475	4.34514	4.74642	3.15415	3.6715	4.72001	3.35772	3.08943	3.42227	3.58444	3.56614	5.33464	3.1101	3.30972	2.91505	3.10859	3.00617	3.27114	3.10791	2.74741	3.30083
SEMA4G	3.97712	4.64557	3.80793	4.21016	4.39433	4.2611	4.4461	4.01135	3.9334	4.8652	4.14394	3.85916	3.84256	5.7223	3.76793	3.57501	3.60643	4.12685	3.77882	3.76554	4.02658	3.91479	3.18422	2.93718	2.79767	3.08366	3.21792	3.2284	3.58034
CYP7B1	1.70101	2.06879	2.23195	2.01294	1.82391	2.28787	1.96124	2.8039	2.15133	1.77079	1.90688	2.45018	2.60176	3.08748	1.94311	2.47173	3.38257	2.20622	2.27218	2.42411	1.71252	1.65194	1.72443	1.66788	1.54119	1.67678	1.39155	1.78859	1.82168
SRCAP	5.54826	5.2313	5.10737	5.39527	5.2342	4.93492	4.84378	5.31537	4.91148	5.38859	5.3608	4.71617	4.89397	5.58002	5.27815	5.17779	4.90844	4.91129	4.88992	5.41395	5.16966	5.72205	5.48046	5.18165	5.49836	5.84736	5.6579	5.79418	5.52662
ZNF366	2.31989	2.70835	2.55759	2.52626	2.0743	2.70201	3.65391	3.00036	2.36409	2.56322	2.521	3.50988	3.26458	3.40253	2.63665	3.01531	2.50871	2.65967	2.39992	2.7548	1.97636	2.1452	1.94905	2.14468	2.18346	2.11767	1.95452	2.23183	1.85731
TARS2	5.72777	6.15285	6.38472	5.6459	6.86276	5.66776	6.54857	6.87608	7.25139	6.72527	5.85693	5.80625	5.67499	5.32274	5.63564	5.85258	5.88697	5.87272	5.6566	5.78453	5.78688	5.99623	5.86889	5.72842	6.18564	6.19597	6.25146	6.35024	6.29153
MIR6878	5.72777	6.15285	6.38472	5.6459	6.86276	5.66776	6.54857	6.87608	7.25139	6.72527	5.85693	5.80625	5.67499	5.32274	5.63564	5.85258	5.88697	5.87272	5.6566	5.78453	5.78688	5.99623	5.86889	5.72842	6.18564	6.19597	6.25146	6.35024	6.29153
ASB9	2.92087	2.25889	3.3191	3.59076	2.50259	3.28515	2.66664	2.95396	2.62876	3.12903	3.02085	2.96615	2.77516	2.20843	3.60896	2.6681	3.138	2.85067	2.66664	3.00515	2.92087	2.756	2.94996	2.97895	3.7767	3.70251	4.10122	3.85617	4.95758
DDX23	7.56109	6.98667	6.85629	6.0584	6.00751	6.55744	6.70158	7.33444	6.76342	6.28041	5.80155	6.47559	6.69959	5.12605	6.47369	6.84349	6.2056	6.54154	6.52973	6.51046	5.59542	6.0324	6.32269	6.3113	6.53805	6.52322	6.91402	7.05935	7.28835
SOCS4	2.47921	2.3126	2.77139	2.2027	2.73426	2.46457	2.26589	1.9395	2.87541	1.92192	2.41467	2.83466	2.46252	2.65491	1.89548	2.02401	2.66474	2.61963	1.85106	2.98153	2.62484	2.48597	3.61421	3.73584	4.1126	4.2611	2.88909	2.98879	2.56173
FGFRL1	2.49274	2.5978	2.51719	2.28884	2.84942	2.97899	2.51746	1.99546	2.48533	2.77017	2.64621	1.75354	2.06096	2.79907	2.07867	2.24085	2.01753	2.05754	2.28662	2.5019	2.49988	2.7342	3.11842	3.01854	2.88486	3.27036	2.90315	2.68244	2.85659
LDLRAD4-AS1	2.80963	3.13002	2.99177	3.21982	3.09019	3.53347	2.71804	2.80963	3.55933	2.76275	3.22299	3.15113	3.04703	7.05964	2.5103	3.2315	3.1934	3.3223	2.79738	3.30644	2.5103	2.67799	2.63642	2.65702	2.48181	2.59965	2.60209	2.93314	2.54488
LINC01204	3.11893	3.32161	4.00905	3.32549	3.78922	3.60686	3.9663	4.14875	3.47437	3.85322	3.04232	3.19693	3.60124	5.02126	3.49543	3.50392	3.0385	3.47386	3.21217	3.30644	3.08917	2.95907	2.4935	2.57906	2.60639	2.62108	2.92722	3.22587	2.96002
SERGEF	3.24434	3.22638	2.67237	2.77684	3.0314	3.09259	2.79443	3.41855	3.34005	2.73483	2.7774	2.97355	2.79608	3.8353	3.83877	2.76385	2.37978	3.50586	2.53776	2.53008	2.82998	3.01852	3.06663	2.82262	3.39758	3.69661	3.0314	3.42161	3.0206
MT4	4.17153	4.31225	4.2482	4.83327	4.83081	4.01286	4.46987	4.49181	4.28678	4.1986	3.93306	4.49689	4.75503	4.78958	4.63225	4.70964	4.82687	4.7573	4.81479	4.40891	4.49557	4.35078	3.70595	4.15197	4.06971	3.51055	3.81977	3.78501	4.14703
SP1	1.84005	2.6042	2.41369	2.33944	2.59978	2.06644	2.08901	2.62287	2.81744	1.97944	2.77539	2.44445	2.23652	2.34462	2.46064	2.51646	2.6042	2.25484	1.94623	1.99538	3.16169	3.16704	3.99689	3.84568	4.37034	4.55527	2.37448	2.98171	2.49334
DEFB106A	4.32452	4.20935	4.06291	4.25133	4.05167	4.97227	4.44463	4.38972	4.72392	4.88696	4.75658	4.54288	4.54288	5.42918	4.54876	4.64315	4.80117	4.26976	4.82985	4.00905	5.53147	5.67262	4.39659	4.60774	4.40823	4.08033	5.05801	4.88976	5.05475
DEFB106B	4.32452	4.20935	4.06291	4.25133	4.05167	4.97227	4.44463	4.38972	4.72392	4.88696	4.75658	4.54288	4.54288	5.42918	4.54876	4.64315	4.80117	4.26976	4.82985	4.00905	5.53147	5.67262	4.39659	4.60774	4.40823	4.08033	5.05801	4.88976	5.05475
CNR2	3.47532	3.06712	4.07561	3.63405	3.88803	4.08417	4.20184	3.78918	3.67446	4.36452	3.68198	3.62403	3.5039	5.03097	3.4812	3.87252	3.58651	3.44457	4.06702	4.1986	3.74669	3.68308	3.14094	3.17914	3.0385	3.16023	3.32575	3.30392	3.19349
ACD	5.67659	7.37676	5.92487	6.20664	6.18923	4.71017	6.70655	5.54159	5.1184	6.46337	5.90112	5.69556	6.01569	4.70714	6.09607	5.96489	6.20682	5.73871	6.07635	6.3523	6.4201	6.39805	6.75526	6.87475	7.10237	6.99946	6.19952	6.89883	6.46301
RBM10	9.07501	8.03085	7.51431	7.82727	7.47467	6.5525	7.83482	7.93873	6.86218	6.89489	7.37374	7.15115	7.19094	5.73866	7.46955	7.28745	7.17267	7.75172	7.36069	7.52776	5.84325	5.91239	6.90178	6.95209	7.09057	7.1365	7.20297	7.37287	7.33176
RPL27	11.7875	12.3246	11.8864	11.8945	12.2133	10.8691	12.0849	12.179	11.2438	12.2028	11.8943	11.7055	12.0242	11.0736	12.0683	11.7868	12.2412	11.7135	11.9251	12.4484	12.929	12.8976	12.3514	12.3354	13.0302	12.8277	12.779	12.976	12.8626
LOC101926915	2.71188	2.51469	3.07656	2.32574	2.74897	3.46056	3.24893	2.7005	3.28191	3.25919	3.16627	2.78883	3.00135	4.27293	2.55277	2.85345	2.7548	3.09714	2.44917	2.7548	2.48163	2.59475	2.46979	2.57092	2.74451	2.41884	2.54608	2.47326	2.4648
CELP	4.32177	3.98598	3.97627	4.14131	4.56438	3.88379	4.09591	3.54241	3.13917	4.61396	3.82933	3.52676	3.75686	5.71993	3.52986	4.19485	3.70098	4.07407	3.19766	4.14608	4.30295	3.89033	3.21019	3.62946	3.62469	3.3189	3.87046	3.57954	3.89226
PTPRH	3.99552	4.42243	3.97252	3.69273	4.2025	4.44949	3.45983	4.16521	3.76097	3.92695	4.49791	3.30061	4.34206	5.04052	3.82967	3.85226	4.02668	3.65252	3.77759	4.0145	3.38658	3.46207	3.60974	3.50573	3.42003	3.80138	3.46529	3.05274	3.36115
NDUFB1	9.99252	9.4796	10.5603	10.8163	10.7442	9.15284	10.5076	9.56692	9.78524	10.2586	9.62421	9.88697	10.2744	7.79313	9.93578	9.79547	10.0372	10.381	9.59045	9.38919	9.97997	10.0829	10.2794	10.534	10.4085	10.1907	10.2931	10.3466	10.0742
MAP6D1	5.00558	4.877	4.53066	4.17943	5.35977	4.25941	4.73012	4.75041	4.46981	4.74796	4.80647	4.19259	4.299	4.6168	4.99348	4.33684	4.03274	4.35324	4.1161	4.00754	4.54638	4.7397	4.28622	4.35293	4.89931	4.8602	4.63594	5.38461	5.12263
PHF14	2.23741	1.88306	1.72341	3.89579	1.39385	2.33165	1.44938	1.66277	1.58223	1.57234	1.7705	1.84522	1.9822	1.89725	2.10225	1.73441	2.63051	2.10945	1.8429	1.92574	2.00518	2.03459	3.06325	2.51797	3.95535	2.58243	2.50344	1.9535	1.8951
EXTL1	4.18414	4.08765	3.4815	4.35984	3.87575	3.78137	3.96878	3.7739	3.29262	4.35861	3.51008	3.67335	3.57507	4.27185	3.571	3.8299	3.60255	3.57024	4.39382	3.93156	3.48886	3.26671	3.22312	3.19578	3.3707	3.18051	3.51908	3.29185	3.30424
MNX1	4.07724	3.98061	4.40509	4.38102	5.11441	5.07288	5.11633	4.83663	4.17823	4.46058	4.49875	4.06015	4.1121	5.69622	4.05299	4.20314	3.79671	3.70071	4.10168	3.87274	3.84423	3.38808	3.41662	3.36918	3.78843	3.6909	3.92298	3.94095	4.13416
CDK6	4.34553	4.01659	4.33494	4.14225	3.69917	4.56401	4.72732	4.37885	3.93813	3.96985	3.85512	3.58142	4.06393	3.83751	3.74201	3.83351	3.8844	3.55908	3.39043	3.5336	4.51037	4.68561	4.22669	4.15597	5.76079	5.26414	4.39836	4.03734	4.61867
EME2	5.45565	6.04213	5.91604	6.28002	6.36859	5.61331	5.57907	6.45226	5.11807	7.01078	7.092	5.47301	5.76768	6.38156	6.39135	6.19404	5.87921	6.18874	5.89142	7.00794	6.86754	6.77079	6.00131	5.92932	6.04834	6.27517	6.44429	6.58689	6.80468
NHLH1	3.71026	3.71805	4.18879	3.6639	4.73028	4.27763	4.32636	4.19769	3.71805	4.07808	4.3451	4.04881	3.51725	6.11426	3.93686	4.06735	3.65045	3.21196	3.86938	3.77105	3.73916	3.77109	3.11842	3.33091	3.17966	3.21217	3.17838	3.20247	3.52919
LINC01225	3.43805	3.05782	3.759	3.76416	3.88613	3.62409	3.99396	3.89845	3.50506	3.7744	3.73711	3.37378	3.76875	3.18999	3.2544	3.18545	2.96781	3.10147	3.67172	3.43805	3.17628	3.43805	2.99665	2.98363	3.14729	3.22495	3.58114	3.08886	3.43805
LINC01512	3.81177	2.86715	3.28011	3.57191	3.45528	3.21601	3.56625	3.58195	3.31369	3.44436	3.00179	3.26828	3.14116	4.65361	3.4423	3.25919	3.06659	3.0344	3.47437	3.05356	3.15973	3.15915	2.64581	2.23976	2.46892	2.4275	2.88373	2.5688	2.77556
SHISA9	2.15017	2.08956	2.62344	2.51836	2.83625	3.10706	2.68541	2.43481	2.60218	3.29072	2.38807	2.44501	2.17845	3.69724	2.1059	2.29961	2.75452	2.19604	2.21898	2.49499	2.07451	1.9612	2.04158	1.8115	1.7806	1.86443	1.94228	1.80461	1.88419
RYR3	2.16995	2.76836	2.5055	4.33423	2.45336	2.40254	2.33737	4.95037	2.75209	2.18933	2.31291	3.85404	2.64827	3.08717	4.32226	5.12382	2.4164	2.96285	2.68216	4.00905	2.14121	1.8951	2.61119	2.66414	2.23817	2.57728	2.44527	2.53444	2.51795
SCART1	4.21542	3.25691	4.20578	4.31335	4.07769	3.81936	4.08706	3.92548	4.01484	4.24441	3.82456	3.52676	3.81888	4.40136	4.19978	3.76014	3.98442	3.74588	4.10252	3.61945	3.42445	3.51559	3.46608	3.70719	3.51603	3.23934	3.74171	3.05684	3.58459
AKR1E2	2.0628	2.90267	2.5263	2.54343	2.16219	3.07287	3.4971	3.09107	1.75479	2.89258	2.72753	1.95043	2.02736	2.91971	2.3671	1.90799	1.68646	2.4248	1.97975	2.58241	2.34377	2.24488	2.30127	2.34377	2.26833	2.11143	2.3025	2.34377	2.67168
KHK	4.17284	4.12405	4.74587	4.44035	4.43923	4.17894	4.31564	3.95367	3.87741	4.55985	3.68985	3.62752	3.86558	4.71192	3.81979	3.8457	3.49122	3.61683	2.99028	3.87708	3.96339	3.55561	3.35346	3.2976	3.66068	3.7057	4.30147	4.16146	4.22089
LOC101927623	3.59717	3.78139	3.45374	4.05725	3.61632	4.05725	3.74549	3.20922	3.83799	4.03712	3.82851	3.34041	3.73392	5.03432	3.73598	3.98341	3.26831	3.35181	3.24124	4.19341	3.6281	3.39224	3.25516	3.07341	3.05964	2.93283	3.64499	2.9205	3.30644
LOC101929657	2.54887	2.77684	3.38985	2.67715	2.66664	2.5465	3.08366	2.66597	2.70319	3.55982	3.10647	3.06042	2.77684	4.36516	3.21372	3.25919	2.84451	3.15511	3.08571	3.11448	2.45847	2.62965	2.33541	2.40723	2.40273	2.42952	2.41577	2.11138	2.56144
KIAA1211	2.1432	2.64429	2.18508	2.92472	2.88018	2.77294	3.04665	2.7636	2.65702	2.21342	2.78367	2.06714	2.76385	3.57756	2.32232	2.2571	2.56947	2.74945	2.36668	2.38261	2.08478	2.20375	2.13508	2.21087	2.03975	1.92236	2.36025	2.24418	2.24606
IGBP1	6.57317	7.46348	7.60545	7.11014	6.19829	6.38921	6.8463	7.16703	7.17466	6.04504	7.67379	7.72684	8.22999	7.29132	7.3343	7.83429	8.02239	7.7259	7.80876	8.03891	8.32403	8.20609	7.26235	7.2605	7.51837	7.5788	7.2589	7.46695	7.09505
CST1	4.26245	3.24641	3.14554	3.76306	3.52502	3.47221	2.86319	2.83709	3.15846	3.03251	3.42027	2.94803	2.6414	4.581	3.45651	3.79403	3.0437	3.3496	3.14694	3.29366	2.96544	3.09337	2.8199	2.99304	2.8685	2.81247	4.89405	4.96138	6.50774
SYT2	4.22325	4.22217	4.55406	4.23555	4.3654	5.97253	4.92677	4.75652	4.73179	5.35652	5.0706	4.3889	4.48069	4.63999	4.17582	3.8953	3.58651	3.96675	4.13427	4.0711	5.0136	4.91607	4.25691	4.19982	4.25338	4.17262	4.33378	3.70072	4.06405
C8orf34	1.54119	2.14088	1.71713	1.6597	1.82655	2.04025	1.67418	1.78668	1.76477	1.61141	2.26455	4.06262	3.25919	1.85231	2.18033	3.10055	4.3977	3.06237	2.42216	1.82655	1.59254	1.37999	1.62812	1.67248	1.4149	1.66096	1.62125	1.59222	1.61141
AACSP1	2.6584	1.76916	1.8288	2.24047	2.30462	1.65431	2.51656	2.32125	1.91236	3.19339	1.91236	1.66091	1.88534	2.71188	2.48702	2.19495	1.73609	2.17055	2.20604	1.9615	1.91236	1.66823	1.62963	1.65137	1.78119	1.59948	1.70733	1.59082	1.68141
TMEM51	6.50917	6.91481	6.75529	6.21808	6.79503	6.49263	5.9025	5.96756	6.07877	5.16838	7.03353	6.43819	7.05482	6.05506	6.62375	7.32639	6.42693	6.95392	6.38913	6.91535	7.12802	7.04189	7.62782	7.54115	6.73292	6.65368	6.98592	6.76606	6.91614
GPR153	5.7479	5.51606	5.23058	5.43532	5.55004	5.48013	6.10894	5.36098	5.3202	5.5853	5.27815	5.03972	5.18864	6.08271	5.41954	5.66321	5.2743	5.18638	5.23732	5.73636	7.77358	7.73209	5.87907	5.74398	5.7207	5.83367	6.79911	6.52056	6.64676
NDUFA4L2	4.79314	3.97019	4.20354	3.62678	4.25342	3.53829	4.9068	4.12122	3.75636	3.9298	4.12448	3.4691	3.7041	5.16688	3.20028	3.60447	3.65901	3.56563	3.88205	4.30067	4.54355	3.98303	2.92834	2.98983	3.20503	3.58025	3.59727	3.78922	3.1666
GCC1	5.42418	7.81495	5.85775	5.44518	5.71065	5.48013	4.89086	5.27668	5.64236	5.10055	5.72842	5.92764	5.34593	5.87964	5.0638	4.95614	5.38582	5.37647	5.26284	5.43312	5.93513	5.88299	6.53399	6.44657	6.442	6.18	6.03051	5.82656	6.14452
CD151	7.75048	7.82477	6.29968	7.3321	7.79906	6.62335	7.13699	7.6755	6.34543	7.21151	7.03612	6.9041	6.62357	6.30252	6.45752	6.58192	6.51991	6.67133	6.78849	7.03452	6.871	6.86097	7.07855	6.98015	6.46791	6.55151	6.32967	6.63806	6.39227
HDAC5	6.01328	6.96477	5.1664	5.49945	5.44601	4.41317	5.82949	5.72497	4.94758	5.38069	5.33778	5.22756	5.4128	5.50735	5.90283	5.71023	5.19881	6.09244	5.06415	5.64566	5.79199	5.92793	4.56818	4.47141	4.96696	4.69019	5.21752	5.40705	5.57778
TTL	5.42418	5.42503	5.8859	5.64643	5.98611	6.15068	6.34526	6.14863	5.81946	6.46386	6.39202	5.44343	5.51857	8.8314	6.01577	5.98854	5.75266	5.83521	6.07713	6.32005	5.9105	5.99482	5.37139	4.96145	4.98498	5.31742	5.82741	5.59729	5.65865
PDK2	5.84499	5.36921	4.8539	4.8422	5.54212	4.74002	5.2307	5.24841	4.8457	5.46959	4.8422	4.99965	4.73639	5.24213	4.444	4.70949	4.48898	4.78977	4.71452	5.3045	4.34047	4.67219	4.41164	4.48898	4.5162	4.07875	4.75683	4.78507	4.88939
LINC01904	2.60384	2.44475	3.2477	2.26355	2.5573	2.92042	2.99734	2.65199	2.86792	2.89438	2.38946	1.98741	2.5964	4.36516	2.83292	2.72677	2.84144	2.56385	2.63542	2.27474	2.18456	2.55217	2.32792	2.27163	2.35121	2.25983	2.20657	2.17315	2.46993
ARSE	3.32268	2.66936	3.0331	3.03251	3.43441	3.21832	2.74838	3.06242	2.44501	2.88527	3.59753	2.94538	4.00662	3.57556	4.78189	2.84285	2.60081	2.85067	3.54924	3.30644	2.87402	3.11643	2.75505	2.61278	2.61771	2.64794	2.88811	2.59808	2.87402
LMBR1L	8.65588	6.73679	6.55882	6.73485	6.76567	6.07374	7.35781	7.61662	6.08624	6.54279	6.64655	5.88602	6.18464	6.1062	6.31035	6.36862	6.12765	6.08857	6.91199	6.28449	6.14931	6.36313	6.45204	6.31924	5.90332	5.79732	5.38441	6.10889	6.03641
RASL11B	6.58774	5.54528	6.42464	5.8364	6.26551	6.20039	6.44771	7.05133	7.24576	6.10875	6.97027	6.39609	6.45013	7.23114	6.5385	6.5078	6.17316	6.41479	6.71383	7.68154	6.01108	5.98061	4.84987	5.24746	5.22554	5.31011	5.79473	6.07058	6.04412
SEPT5-GP1BB	3.36931	3.42218	3.41473	3.84176	4.19893	3.76153	3.99864	3.91685	3.73214	4.06232	3.99545	3.37996	3.38523	5.386	4.13831	3.05725	3.76153	3.50953	3.71429	3.1042	3.97985	4.22639	3.64903	3.41609	3.66744	3.87677	3.67721	3.76153	3.71529
WDR25	4.80409	4.7324	4.23134	4.62671	4.25466	4.07664	4.62865	4.17477	4.40995	4.68046	4.65615	3.99271	4.07206	4.93332	4.04585	4.33684	4.8816	4.33684	3.69164	3.334	3.55322	4.29976	4.85124	4.78971	4.83961	4.76463	4.61206	4.30235	4.35429
ACPP	3.1899	3.01894	3.44985	4.27021	4.39144	3.90668	3.3804	3.5214	3.9544	3.20217	3.59628	3.43857	3.79328	3.96166	3.23547	3.52906	2.93623	3.72637	3.65018	3.36173	2.62099	2.59475	2.06452	2.10347	3.5106	3.2405	3.31448	3.09267	2.46784
PDIA2	4.5123	4.34145	5.00586	4.73602	4.71472	4.68897	4.22363	4.26887	4.4249	4.76381	4.4668	4.4519	4.32084	5.28443	4.58455	4.77828	4.34587	4.02714	4.55139	4.02678	4.13087	3.99539	3.62165	3.91975	4.01925	4.09411	3.95067	4.17851	4.01814
WRAP73	7.71906	7.84277	8.00103	7.14827	6.14074	7.63622	7.73031	7.28191	7.15464	6.59528	7.17131	6.60567	6.7622	3.85916	7.04032	6.99846	5.95212	6.70407	6.9703	6.5143	6.82157	6.77339	6.7401	6.72454	7.0664	7.20328	7.26868	7.31954	7.3641
NSMAF	2.21697	1.63391	2.59332	2.54964	2.77789	2.16184	2.84672	2.39469	2.12971	3.43927	2.48132	2.171	2.30801	2.50726	2.94242	2.48685	1.90703	2.55311	2.36118	2.62515	2.76471	2.48132	3.6479	3.21412	3.55364	3.62924	2.43621	2.22057	2.11682
IGF2-AS	4.44271	3.98708	4.82512	5.9944	5.18891	4.85692	5.68401	4.91463	4.31738	5.64382	4.70101	4.29961	4.28754	5.71376	4.78609	4.30135	4.2852	4.84617	4.8694	4.6094	4.6094	4.06064	3.89159	4.43257	4.6094	4.34669	4.3496	3.93235	3.95684
FPGS	5.58724	6.39194	5.08745	5.464	6.00054	5.27869	5.62954	5.24992	4.70614	5.2549	5.5612	5.49047	5.4128	5.48731	4.85188	4.84518	4.62387	5.57864	5.49047	5.42442	5.52698	6.25903	6.1565	5.83589	5.5612	5.66976	5.94174	6.17486	5.90322
C4orf19	3.95813	5.10122	3.67041	2.62206	2.89269	3.64924	3.09936	3.4437	3.85262	3.49477	4.42584	4.46689	4.37646	4.76736	3.74855	4.01402	3.60369	3.95171	3.63355	3.57738	3.45689	3.50126	5.59977	5.77324	3.68403	3.73966	3.1753	2.7548	3.2704
TMC7	2.08956	2.04777	2.41369	2.56872	2.41369	2.5422	2.48975	2.21644	2.04777	2.78381	2.1995	2.13213	2.17578	3.73606	1.96718	2.18659	2.06566	2.42605	2.24958	2.21611	2.97731	2.74368	2.55024	3.0385	2.88802	2.62294	2.81505	2.56561	2.7725
LINC02239	3.96895	4.03793	3.96895	3.48114	4.19427	3.70936	4.09057	4.19951	3.99072	4.59741	3.66519	3.6659	3.88372	5.81067	3.53331	3.5772	3.99743	3.9216	4.12892	3.70374	4.94412	4.89872	4.44076	4.20576	4.3226	4.77482	4.25148	4.63867	4.94412
LOC100506142	3.08256	3.52552	3.38526	2.92543	3.73509	3.23018	3.54517	3.21705	3.37308	4.1986	3.37812	2.87981	3.52552	3.69664	3.28188	3.55558	3.66107	3.53234	2.92898	3.07655	2.93537	3.17607	2.87344	2.80307	3.03208	3.08366	2.95344	3.1647	2.96848
VPREB3	3.82559	3.09414	3.39684	3.6334	4.25979	3.81936	3.23841	3.29169	4.22051	3.54821	3.28637	3.45659	3.61892	3.75704	2.87002	3.41991	3.41086	3.34872	3.65167	4.914	3.00399	3.25081	2.74165	2.75145	3.0765	2.44451	3.25527	2.98879	2.91847
METTL15	4.99277	4.67533	5.12903	5.23217	5.09548	5.03533	5.1818	5.56174	5.52128	5.57009	5.41084	4.78792	5.26438	6.20995	4.68573	4.59866	4.91958	4.90427	5.19344	5.58835	4.87276	4.78378	4.36402	4.55922	4.28216	4.1936	4.6735	4.68816	4.49975
PITPNM1	5.87631	7.61282	4.90634	5.65365	6.13833	5.80654	6.04012	5.28936	5.48338	5.49821	6.39426	5.58372	6.11637	5.90549	5.34874	6.65208	6.27769	5.95132	5.45271	5.69698	5.64847	6.10441	5.53142	5.91171	5.49888	5.49044	5.38242	5.10869	4.73782
